idx,text,files,URL,published_date,title
요즘것들_대외활동_239,"['<p><span style=""color: rgb(0, 0, 0)"">나름에서 청년 서포터즈를 모집합니다!!</span><br><span style=""color: rgb(0, 0, 0)"">많은 관심 부탁드립니다😉</span><br><br><span style=""color: rgb(0, 0, 0)"">📍모집기간 : 10.9.(수) 18:00까지</span><br><span style=""color: rgb(0, 0, 0)"">📍모집대상</span><br><span style=""color: rgb(0, 0, 0)"">- 광명시 20~24세 청년 5명!!</span><br><span style=""color: rgb(0, 0, 0)"">- 과학, 밴드, 댄스 등 청소년에게 멘토링을 제공할 청소년!!</span><br><span style=""color: rgb(0, 0, 0)"">※ 신청 이후, 면담을 진행해 서포터즈 최종 선발</span><br><span style=""color: rgb(0, 0, 0)"">📍활동내용</span><br><span style=""color: rgb(0, 0, 0)"">- 서포터즈 각 재능에 따른 멘토링 활동</span><br><span style=""color: rgb(0, 0, 0)"">- 청소년 프로그램 보조 활동</span><br><span style=""color: rgb(0, 0, 0)"">- 홍보·기획활동</span><br><span style=""color: rgb(0, 0, 0)"">📍활동혜택</span><br><span style=""color: rgb(0, 0, 0)"">- 봉사시간 지급</span><br><span style=""color: rgb(0, 0, 0)"">- 봉사확인서, 활동증명서 발급</span><br><span style=""color: rgb(0, 0, 0)"">📍문의 : 02-6463-9928</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0)"">신청링크 </span><span style=""color: rgb(245, 245, 245)"">🔗 :&nbsp;</span><a rel=""noopener noreferrer"" href=""https://forms.gle/dVVW9q4nSkBprxvj7￼￼#광명""><span>https://forms.gle/dVVW9q4nSkBprxvj7</span><br><br><span style=""color: rgb(0, 0, 0)"">#광명</span></a><span style=""color: rgb(0, 0, 0)"">&nbsp;</span><a rel=""noopener noreferrer"" class=""x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz  _aa9_ _a6hd"" href=""https://www.instagram.com/explore/tags/%EC%B2%AD%EB%85%84/""><span style=""color: rgb(0, 0, 0)"">#청년</span></a><span style=""color: rgb(0, 0, 0)"">&nbsp;</span><a rel=""noopener noreferrer"" class=""x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz  _aa9_ _a6hd"" href=""https://www.instagram.com/explore/tags/%EC%84%9C%ED%8F%AC%ED%84%B0%EC%A6%88/""><span style=""color: rgb(0, 0, 0)"">#서포터즈</span></a></p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/09/30/3628468580374deabde6271843fd2939.jpg,,
요즘것들_대외활동_238,"['<p><span><strong class=""text-current"">강감찬 축제 내 히스토리랩 역사실험실부스 운영 및 홍보 서포터즈 모집</strong></span></p><p><strong class=""text-current""><br></strong></p><p><strong class=""text-current"">[접수기간]</strong></p><p>9월 2일 - 10월 10일</p><p></p><p><strong class=""text-current"">[공모주제]</strong></p><p>시민 문화 향유 기회 및 관악구 역사문화예술 저변 확대를 위해 관악문화재단 강감찬축제 내 히스토리랩(역사실험실)&nbsp;</p><p>소식과 목소리를 널리 전달해줄 \'2024 관악문화재단 히스토리랩 대학생 온라인 서포터즈\'를 모집</p><p></p><p><strong class=""text-current"">[지원자격]</strong></p><p>홍보 서포터즈 역할 및 부스운영</p><p>&nbsp;- 예술 축제분야 특히 축제 부스 역사프로그램 운영 등에 관심있는자</p><p>&nbsp;- 페이스북, 인스타그램, 블로그 등 개인 SNS 활동이 활발하고 홍보에 관심 있는 자</p><p>&nbsp;- <span><strong class=""text-current"">축제기간 10/12~13일&nbsp; (2일간)</strong>&nbsp;</span> 서포터즈 활동에 성실히 참여할 수 있으며 책임감이 강한 자</p><p></p><p><strong class=""text-current"">[활동내용]</strong></p><p>- 홍보 서포터즈 활동 수료증 제공</p><p>- 강감찬축제 내 시민기획 부스 프로그램 회의 및 부스참여기회 제공</p><p></p><p><strong class=""text-current"">[지원방법]</strong></p><p>&nbsp;himinju@gfac.or.kr 참여신청서 접수</p><img src=""https://media-cdn.linkareer.com//se2editor/image/425072"" alt=""강감찬 축제 내 히스토리랩 역사실험실부스 운영 및 홍보 서포터즈 모집"" title=""20240828214401_e8e13f32.jpg"" style="""" class=""max-width-100"" draggable=""true""><p></p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/08/31/15050f4a0304414290bbe9017d8b21b2.jpg,,
요즘것들_대외활동_237,"['<h2><strong class=""text-current"">6주만에 책쓰기 프로젝트 46기 참여자 모집</strong></h2><p></p><h3>[대외활동명]</h3><p>6주만에 책쓰기 프로젝트 46기 참여자 모집</p><p></p><h3>[프로젝트 일정]</h3><p>A타임: 매주 토요일 1:00~2:20pm (10/26~11/30)</p><p>B타임: 매주 토요일 2:30~3:50pm (10/26~11/30)</p><p>C타임: 매주 일요일 1:00~2:20pm (10/27~12/1)</p><p>D타임: 매주 일요일 2:30~3:50pm (10/27~12/1)</p><p>X타임: 매주 목요일 7:00~8:20pm (10/24~11/28)</p><p>Y타임: 매주 금요일 5:30~6:50pm (10/25~11/29)</p><p>Z타임: 매주 금요일 7:00~8:20pm (10/25~11/29)</p><p>온라인 1타임: 매주 토요일 1:00~2:20pm (10/26~11/30)</p><p>온라인 2타임: 매주 토요일 2:30~3:50pm (10/26~11/30)</p><p>온라인 3타임: 매주 일요일 2:30~3:50pm (10/27~12/1)</p><p>온라인 4타임: 매주 일요일 4:00~5:20pm (10/27~12/1)</p><p>온라인 5타임: 매주 목요일 7:00~8:20pm (10/24~11/28)</p><p>온라인 6타임: 매주 금요일 7:00~8:20pm (10/25~11/29)</p><p>※ 온라인 프로젝트의 경우 실시간 화상 강의로 진행됩니다. 커리큘럼은 오프라인 프로젝트와 동일하게 출간까지 진행됩니다.</p><h3></h3><h3>[모집대상]</h3><p>책을 쓰고 싶은 누구나 참여 가능합니다.</p><p>여러 명이 하나의 책을 출간하는 공동출판 형식으로 진행되기 때문에 분량에 대한 부담을 느끼실 필요가 없습니다.</p><p>※ 글을 처음 쓰는 사람에게 초점이 맞추어져 있는 프로젝트이기 때문에 등단을 목표로 하거나</p><p>글쓰기를 전공하시는 분에게는 추천드리지 않습니다.</p><h3></h3><h3>[진행 장소]</h3><p>오프라인 프로젝트: 글ego 강남 아지트 (신논현역 4분 거리)</p><p>온라인 프로젝트: 자택 (zoom 활용)</p><p></p><h3>[커리큘럼]</h3><p>책 쓰기 프로젝트는 총 6회차로 진행됩니다.</p><p>※ 프로젝트의 모든 회차는 신춘문예 등단 현직 작가가 직접 강의하고 진행합니다.</p><p></p><p><strong class=""text-current"">&lt;1회차&gt; 어떤 책을 쓰고 싶어?</strong></p><p>- 책을 내는 여섯 가지 방법</p><p>- 왜 내가 찾는 책은 대형서점에 없을까? (출판시장에 대한 이해)</p><p>- 쓰고 싶은 글에 대해 구체화시키기</p><p>- 글쓰기 워밍 업</p><p></p><p><strong class=""text-current"">&lt;2회차&gt; \'날씨가 좋아\'를 표현하는 20가지 방법</strong></p><p>- 독자의 머릿속에 떠오르게 하는 글쓰기</p><p>- 왜 초등학생의 일기는 재미가 없을까?</p><p>- 가수가 \'난 외로워\'라는 간단한 말을 4분 넘게 노래하는 이유</p><p>- \'맛있는 음식\'의 기준은 사람마다 다르다!</p><p>- 글감 정리 및 개요 짜기 (원고 작성 시작)</p><p></p><p><strong class=""text-current"">&lt;3회차&gt; 앉은 채로 1시간 읽게 하는 도입부 쓰기</strong></p><p>- 몰입되는 도입부의 조건</p><p>- 왜 히어로 영화에서는 악당을 먼저 보여줄까?</p><p>- 피터팬부터 톨스토이, 밀란쿤데라의 도입부</p><p>- 도입부 쓰기 실습</p><p>- 신춘문예 작가의 1:1 피드백 (온라인)</p><p></p><p><strong class=""text-current"">&lt;4회차&gt; 작가와 함께 초고쓰기 (1:1 피드백)</strong></p><p>- 신춘문예 작가의 1:1 피드백</p><p>- 글의 개연성 체크하기</p><p>- 초고 쓰기</p><p>- 독자의 입장에서 보는 팀원들 간 피드백</p><p></p><p><strong class=""text-current"">&lt;5회차&gt; 작가와 함께 글 다듬기 (1:1 피드백)</strong></p><p>- 신춘문예 작가의 1:1 피드백</p><p>- 자주 틀리는 맞춤법 체크</p><p>- 퇴고할 때 유용한 팁</p><p>- 독자의 입장에서 보는 팀원들 간 피드백</p><p></p><p><strong class=""text-current"">&lt;6회차&gt; 책을 출판하기 위한 준비</strong></p><p>- 출생년도로 시작하는 작가 소개는 시시하다</p><p>- 책의 전체 제목 정하기</p><p>- 좋아요 100개 받는 표지 디자인 정하기</p><p>- 글 퇴고 관련한 개별적 질의응답</p><p></p><h3><strong class=""text-current"">[신청하기]</strong></h3><p><a rel=""noopener noreferrer"" href=""https://bit.ly/책쓰기프로젝트46기신청하기"">https://bit.ly/책쓰기프로젝트46기신청하기</a></p><p></p><h3>[문의]</h3><p><a rel=""noopener noreferrer"" href=""https://pf.kakao.com/_TUzfj/chat"">https://pf.kakao.com/_TUzfj/chat</a></p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/10/04/90570820d59745239f1eb635fe2a9a9b.jpg,,
요즘것들_대외활동_236,"['<p style=""text-align: center"">☑️ 삼성생명 금융아카데미 10월 추천자전형 모집 공고입니다.</p><p style=""text-align: center"">금융권(은행/보험/증권) 취업에 관심 있지만 어디서부터 어떻게 준비해야할 지 모르는 분들을 위한 교육입니다. </p><p style=""text-align: center"">전국 대규모로 이루어지는 삼성생명 대외활동이기에 추천인전형의 T.O가 존재합니다. </p><p style=""text-align: center"">신청하신 선착순으로 T.O 부여됩니다. </p><p style=""text-align: center"">세부내용은 아래와 같습니다. </p><p style=""text-align: center"">■ 지원방법</p><p style=""text-align: center""><a rel=""noopener noreferrer"" href=""https://app.catchsecu.com/project/15d3f458affbdf0/form"">https://app.catchsecu.com/project/15d3f458affbdf0/form</a></p><p style=""text-align: center"">상단 링크 설문지 답변 후 제출</p><p style=""text-align: center"">(제출 완료 후 담당자가 연락하여 추천자 전형으로 지원안내 예정)</p><p style=""text-align: center"">-----------------------------------------------</p><p style=""text-align: center"">🌟삼성 금융아카데미 대외활동(1:1 멘토링, 수료증 발급)🌟</p><p style=""text-align: center"">■ 모집대상</p><p style=""text-align: center"">- 취업준비생, 졸업생, 휴학생</p><p style=""text-align: center"">- 재학생 (3학년 1학기 수료 이상)</p><p style=""text-align: center"">■ 교육기간 : 총 5일간 교육, (주말 제외)</p><p style=""text-align: center"">- 10월 21일(월) ~ 10월 25일(금), p.m 13시-18시</p><p style=""text-align: center"">■ 교육장소 : 선릉역 삼성대치타워 22층 컨퍼런스홀</p><p style=""text-align: center"">■ 활동혜택</p><p style=""text-align: center"">- 삼성 금융 아카데미 과정 \'수료증\' 발급</p><p style=""text-align: center"">- 실무경험과 현직자와의 1:1 멘토링 (취업멘토링 진행가능) </p><p style=""text-align: center"">■ 활동내용</p><p style=""text-align: center"">- 삼성의 교육과 조직문화 경험</p><p style=""text-align: center"">- 거시경제와 금융트렌드 이해</p><p style=""text-align: center"">- 금융 관련 비전공자도 재무설계 및 투자지식 함양</p><p style=""text-align: center"">- 2024 투자의 지식</p><p style=""text-align: center"">- Team Power Building</p><p style=""text-align: center"">- 금융트렌드와 금융상품의 이해</p><p style=""text-align: center"">- Speech &amp; PT Skill</p><p style=""text-align: center"">- 실무에 적용되는 금융상품</p><p style=""text-align: center"">추가 문의사항은 </p><p style=""text-align: center"">삼성생명 김태수 (010-6721-8050)으로 편하게 문의바랍니다. </p><p style=""text-align: center"">삼성생명에서 진행하는 교육과정 담당으로 </p><p style=""text-align: center"">추후 진행되는 모든 교육과정 일정 안내 드릴 수 있습니다. </p><p style=""text-align: center"">감사합니다. </p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/09/25/841403782b0e4853bbc2eae70ca63548.JPG,,
요즘것들_대외활동_235,"['<p><span style=""color: rgb(0, 0, 0)"">👨\u200d💻디지털 자산의 새로운 패러다임 NFT?</span><br><span style=""color: rgb(0, 0, 0)"">💡나도 한번 시작해보자!</span><br><span style=""color: rgb(0, 0, 0)"">🌟「메타버스와 NFT를 활용한 제페토 입문 과정」</span><br><span style=""color: rgb(0, 0, 0)"">ㅤ</span><br><span style=""color: rgb(0, 0, 0)"">[교육]</span><br><span style=""color: rgb(0, 0, 0)"">□일자 : 24. 10. 16. ~ 11. 6. / 매주 수 / 4회차</span><br><span style=""color: rgb(0, 0, 0)"">□시간 : 14:00 ~ 17:00</span><br><span style=""color: rgb(0, 0, 0)"">□장소 : 충남콘랩 키움아카데미 (충남 천안시 동남구 은행길 15, 9층)</span><br><span style=""color: rgb(0, 0, 0)"">ㅤ</span><br><span style=""color: rgb(0, 0, 0)"">[혜택]</span><br><span style=""color: rgb(0, 0, 0)"">💖교육비 전액 지원</span><br><span style=""color: rgb(0, 0, 0)"">🏃~ 24. 10. 10.(목) 18:00까지 신청</span></p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/09/20/1c8991524fc8459b94fbd170f571d874.png,,
요즘것들_대외활동_234,"['<p><span style=""color: rgb(32, 33, 36)"">한국뇌전증협회에서 뇌전증에 대해 함께 알아가며, 부정적인 사회 인식을 개선해나갈 제20기 서포터즈 “We are Epilizer”를 다음과 같이 모집하오니 많은 참여 바랍니다.</span><br><br><span style=""color: rgb(32, 33, 36)"">＊ 기간 및 일정</span><br><span style=""color: rgb(32, 33, 36)"">&nbsp; &nbsp;- 접수기간 :&nbsp;</span><strong class=""text-current"">~ 2024년 10월 13일(일) 자정</strong><span style=""color: rgb(32, 33, 36)"">까지</span><br><span style=""color: rgb(32, 33, 36)"">&nbsp; &nbsp;- 합격자 발표 : 접수 종료 후 한국뇌전증협회 홈페이지 게시 (10월 17일 발표 예정, 합격자 개별 연락)</span><br><span style=""color: rgb(32, 33, 36)"">&nbsp; &nbsp;- 활동기간 : 2024년 10월 28일(월) ~ 2024년 12월 13일(금) 까지</span><br><span style=""color: rgb(32, 33, 36)"">&nbsp; &nbsp;- 발대식 : 2024년 10월 26일(토), 한국뇌전증협회 사무처(서울시 종로구 자하문로 276, 301호)&nbsp;</span></p><p><strong class=""text-current"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (오프라인으로 진행, 필수 참석)&nbsp;</strong>&nbsp;</p><p>&nbsp; &nbsp;- 중간모임 : 2024년 11월 22일(금) 예정<br>&nbsp; &nbsp;- 해단식 : 2024년 12월 20일(금) 예정</p><p>&nbsp;<br>&nbsp; &nbsp; *발대식&nbsp;<strong class=""text-current"">불참시 탈락</strong>처리 하오니, 일정을 확인하시어 신청해주시길 바랍니다 :)<br><br>＊ 지원 자격<br>&nbsp; &nbsp;- 활동 기간 내&nbsp;<strong class=""text-current"">서울시, 인천광역시, 경기도, 강원도</strong>에서 활동이 가능한 대학(원)교 재학생 및 휴학생&nbsp;</p><p>&nbsp; &nbsp; &nbsp; (타지역 생활자 지원가능)<br>&nbsp; &nbsp;- 블로그나 SNS를 활발하게 운영하시는 분<br>&nbsp; &nbsp;- 발대식, 중간모임, 해단식 참여가 가능하신 분<br>&nbsp; &nbsp;- 12월&nbsp; 서포터즈 활동보고회(에필라이저의날) 참여가 가능하신 분 (해단식과 함께 진행 예정)<br><br>＊ 모집인원<br>&nbsp; &nbsp;- 23인 내외<br><br>＊ 지원방법<br>&nbsp; &nbsp;- 구글 폼 접수&nbsp;&nbsp;<a rel=""noopener noreferrer"" href=""https://forms.gle/c1NjwXaFEpBsJTYM7￼￼＊"">https://forms.gle/c1NjwXaFEpBsJTYM7<br><br>＊</a> 활동내용<br>&nbsp; &nbsp;- 뇌전증 인식개선과 관련된 인터뷰, 카드 뉴스, 포스팅 등&nbsp;<strong class=""text-current""><u>창의적인 콘텐츠 제작</u></strong><br>&nbsp; &nbsp;- 최소 주 1회.&nbsp;<strong class=""text-current"">총 7회 이상 블로그, SNS 등 업로드</strong><br><br>＊ 활동혜택<br>&nbsp; &nbsp;- 봉사시간 지급<br>&nbsp; &nbsp;- 서포터즈 위촉장 및 명함 발급<br>&nbsp; &nbsp;- 활동 완료시 수료증 발급<br>&nbsp; &nbsp;- 우수 서포터즈 표창<br><br>＊ 문의<br>&nbsp; &nbsp;- 한국뇌전증협회 사무처 (02-394-2320)</p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/09/24/e1602c99b1c440338c94ebd7c98cb856.png,,
요즘것들_대외활동_233,"['<p><strong class=""text-current"">디자인 실무부터 사진, 패션, 인테리어, 음식 플레이팅까지</strong></p><p><strong class=""text-current"">모든 분야의 미적 감각을 길러주는 디자인 구구단 챌린지 2차 모집 OPEN!</strong></p><p>비율/균형/색/서체 등&nbsp;\'감각\'에 숨겨진 치밀한 디자인 공식을 👀눈으로 읽고 ✍️손으로 외워 보아요!</p><p><br>☑️<strong class=""text-current"">기간 및 일정</strong></p><p>- 신청 기간 : ~10/13(일)<br>- 발표 : 수시 발표 *신청하시면 2~3일 내로 개별 안내 연락드립니다.<br>- 활동 기간 : 3주, 10/14(월)~11/3(일)&nbsp;</p><p><br>☑️<strong class=""text-current"">다음과 같은&nbsp;분께 추천해요!</strong></p><p>- \'좋은\' 디자인에 대해 언어로 \'잘\' 설득하고 싶은 디자이너<br>- 비율, 서체, 질감 등 디자인 기초 공식을 배우고 손으로 익히고 싶은 실무자<br>- 미적 감각을 키우고 싶은 누구나!</p><p></p><p>☑️<strong class=""text-current"">활동미션</strong></p><p>1. 주 3회,&nbsp; 그림 실습 과제 인증하기</p><p>*책 &lt;디자인 구구단&gt; 에는 미적 감각을 키울 수 있는 디자인 기초 이론과 함께 간단한 실습 예제가 삽입되어 있습니다. (총 9개)&nbsp;</p><p>*비전공자도 OK! 펜만 있다면 누구나 금방 따라할 수 있는 예제로 구성되어 있어요.</p><p>2. 북킷 챌린지 후기 작성</p><p><br>☑️<strong class=""text-current"">혜택내역</strong></p><p>-&nbsp;<strong class=""text-current"">완주자 전원</strong>, 길벗 포인트(1만 원) 지급 *길벗 홈페이지 내 모든 도서 구매 가능<br>-&nbsp;<strong class=""text-current"">우수 크루(3명)</strong>,&nbsp; 네이버페이 포인트(3만 원) 추가 지급</p><p></p><p>☑️<strong class=""text-current"">준비물</strong></p><p>-<strong class=""text-current""> </strong>책 &lt;<a rel=""noopener noreferrer"" href=""https://gilbut.co/c/24092012WE"">디자인 구구단</a>&gt;</p><p></p><p>☑️<strong class=""text-current"">챌린지 신청하기</strong></p><p><a rel=""noopener noreferrer"" href=""https://forms.gle/jY98BAnbREoKxiqk7"">https://forms.gle/jY98BAnbREoKxiqk7</a></p><p></p><p>* 챌린지 활동은 <a rel=""noopener noreferrer"" href=""https://cafe.naver.com/gilbutit"">북킷 네이버 카페</a>에서 진행됩니다.</p><p>* 문의: minyoung@gilbut.co.kr&nbsp;&nbsp;</p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/10/04/f7f26bbde61b4edcb7b8c06a8ea1ed6e.jpg,,
요즘것들_대외활동_232,"['<p><span>&lt;예비보건의료인을 위한 장애와 돌봄 세미나에 초대합니다&gt;</span></p><p>&nbsp;</p><p><span>예비 보건의료인으로서 우리가 배워 온 지식들은 과연 모든 환자를 위한 것일까요?</span></p><p><span>의료 현장에서 장애인을 비롯해 서로 다른 몸과 마음을 가진 사람을 마주했을 때, 어떻게 소통하고 어떤 돌봄을 제공해야 할 지 고민한 적 있는 모든 분들을 위하여 이번 세미나를 준비했습니다.</span></p><p><span>세미나를 통해 발달장애인 돌봄을 경험한 활동가의 이야기를 들으며 비장애인 중심의 의료 교육과 시스템 속에서 우리가 무엇을 놓치고 있었는지 숙고하는 시간을 가지려고 합니다.</span></p><p><span>강연을 함께 들은 다른 참여자 분들과 생각을 나누며, 현장에서 보건의료인이 실질적으로 어떤 역할을 할 수 있을지 알아보는 자리도 마련할 예정입니다.</span></p><p><span>현장의 한계에도 불구하고, 다양한 몸과 마음을 가진 사람들과 함께하는 보건의료인이 되고자 하는 모든 분들을 환영합니다. 보건의료인으로서 살아가며 마주하게 될 현실과 그 안에서 할 수 있는 일들을 동료들과 함께 고민하며 배워 보고자 하신다면 이번 세미나에 꼭 함께 해 주세요!</span></p><p><span>*참가 신청 : </span><a rel=""noopener noreferrer"" href=""https://forms.gle/wPm5vGDGV1WSZGv6A""><span style=""color: rgb(0, 0, 255)""><u>https://forms.gle/wPm5vGDGV1WSZGv6A</u></span></a></p><p>&nbsp;</p><p><span>- 주최 : 한국의료복지사회적협동조합연합회, 국민건강보험</span></p><p><span>- 일시 : 2024.10.26(토) 15:00-18:00</span></p><p><span>- 장소 : 서울비즈센터 1호점 2층 (서울 용산구 한강대로 367)</span></p><p><span>- 참가 대상 : 발달장애인과 돌봄에 관심이 있는 모든 보건의료계열학생</span></p><p><span>- 문의 : 02-835-5412 / hwsocoop@daum.net</span></p><p>&nbsp;</p><p>&nbsp;</p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/10/04/4e45bf5d92ec4a55bcd9700300e81906.png,,
요즘것들_대외활동_231,"['<blockquote><blockquote><p><strong class=""text-current"">""전공자 / 비전공자 구분 없이 누구나 참여가능합니다.&nbsp;</strong></p><p><strong class=""text-current"">국비지원 교육 받으며&nbsp;취업지원까지 보장해드립니다. ""</strong></p><p></p></blockquote><p><strong class=""text-current"">● 교육 일정 : 2024/09/27 ~ 10/22 (주5일, 총16일)</strong></p><p><strong class=""text-current"">● 교육 시간 : 14:10~19:10</strong></p></blockquote><p></p><img src=""https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/description/2024/05/31/5a9cc36ddfaf4950a622bdbef5b200ce.png"" style="""" class=""rounded-lg border border-stone-200"" draggable=""true""><img src=""https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/description/2024/05/31/cf306a77875c48b0822c11dbb632d2ca.png"" style="""" class=""rounded-lg border border-stone-200"" draggable=""true""><blockquote><p><strong class=""text-current"">🎁 김포 이젠아카데미만의 수강생 특별혜택!</strong></p><p>- 유료 <strong class=""text-current"">온라인강의 무료</strong>지원</p><p>- 교과목별 <strong class=""text-current"">강의교재 무료</strong>지원</p><p>-&nbsp;<strong class=""text-current"">1:1 취업코칭</strong>제도 무료상담</p><p>-산학협력 상호협약 기업 <strong class=""text-current"">취업연계</strong></p><p>-각종 취업 및 지원프로그램 상시 공유</p><p>\u3000</p><p><strong class=""text-current"">●과정 문의</strong></p><p><strong class=""text-current"">📞&nbsp;&nbsp;</strong>전화 문의&nbsp; 031-998-7599</p><p><strong class=""text-current"">📅&nbsp;&nbsp;</strong>방문 예약&nbsp; <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-stone-400 underline underline-offset-[3px] hover:text-stone-600 transition-colors cursor-pointer"" href=""https://buly.kr/FsFwvAs"">https://buly.kr/FsFwvAs</a></p><p>💬&nbsp;카톡 문의&nbsp; <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-stone-400 underline underline-offset-[3px] hover:text-stone-600 transition-colors cursor-pointer"" href=""https://pf.kakao.com/_sSHwxb"">https://pf.kakao.com/_sSHwxb</a></p><p>🚩 위치 보기 <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-stone-400 underline underline-offset-[3px] hover:text-stone-600 transition-colors cursor-pointer"" href=""https://map.naver.com/p/entry/place/1106521833?c=15.00,0,0,0,dh"">https://map.naver.com/p/entry/place/1106521833?c=15.00,0,0,0,d</a></p></blockquote>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/08/21/43b0dda4e70c449c926ed71ad131cea6.png,,
요즘것들_대외활동_230,"['<p>안녕하세요</p><p>2024 GGDC 운영사무국 입니다.</p><p></p><p>K-GAME의 새로운 시작,</p><p>2024 글로벌 게임 개발자 컨퍼런스가 새로운 시작을 함께 할 참가자를 모집합니다! <span>😍🤩</span></p><p></p><p><span>🎉🤖</span>개발사, 개발자, 유저 모두를 위한 게임 축제!<span> 🎮🎉</span></p><p></p><p>폭 넓은 강연 주제와 유명 게임연사,</p><p>다양한 체험거리가 가득한 부대 이벤트에</p><p>매일 럭키드로우 추첨을 통한 경품 선물까지!</p><p>여러분을 기다리고 있습니다! <span>😘🥰</span></p><p></p><p>많은 관심 부탁드리며, 꼭 만나 뵐 수 있었으면 좋겠습니다.</p><p>감사합니다! <span>🤗🤗</span></p><p></p><p><span>●</span> 사전참가등록</p><p>~ 10월 9일(목) 오후 5시까지</p><p></p><p><span>●</span> 사전등록 방법</p><p>위 포스터의 큐알코드 접속! or 아래 링크 클릭!</p><p>-&gt;모집 URL<strong class=""text-current""> : </strong><a rel=""noopener noreferrer"" href=""http://ggdc.or.kr/reception-agreement"">http://ggdc.or.kr/reception-agreement</a></p><p></p><p><span>●</span> 참가조건</p><p>대한민국 게임 개발에 관심있는 분이라면 누구나!</p><p></p><p><span>● </span>행사개요</p><p>2024년 10월 11일(금) ~ 10월 12일(토)</p><p>전일빌딩 245 &amp; 광주영상복합문화관 &amp; 5.18광장 일대</p><p><span><strong class=""text-current"">《 </strong></span><strong class=""text-current"">10월 11일 개막식은 전일빌딩 245 건물 9F 다목적 강당에서</strong></p><p><strong class=""text-current"">진행되오니 반드시 전일빌딩 245 건물로 와 주시기 바랍니다.</strong><span><strong class=""text-current""> 》</strong></span></p><p><span>※</span>개막식 : 11시~12시(사전 등록을 위해 10시 30분 전까지 도착 바랍니다.)</p><p></p><p><span>●</span> 문의처 : 2024 GGDC 운영사무국</p><p><span>&nbsp;</span>- E-mail : infoggdc@gmail.com</p><p><span>&nbsp;</span>- Tel : 1566-2325(평일 오전 10시 ~ 오후 5시)</p><p></p><p><span>●</span> 자세한 내용은 홈페이지에서 확인해주세요!</p><p>-&gt; 홈페이지 URL : <a rel=""noopener noreferrer"" href=""http://ggdc.or.kr"">http://ggdc.or.kr</a></p><p></p>']",,https://allforyoung-homepage-maycan.s3.ap-northeast-2.amazonaws.com/uploads/post_photos/2024/09/27/153b108501ec45d68c92ac292c863aed.png,,
