Title,URL
「코로나19 감염 예방수칙(대학용)」 안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=53474&currentPageNo=1&mnuId=gc14650b&returnUrl=
외국인 유학생 홍역 감염 관련 안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52916&currentPageNo=1&mnuId=gc14650b&returnUrl=
고용노동부 소관 코로나19 예방 및 확산 방지를 위한 사업장 대응지침 등 폐지 안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52653&currentPageNo=1&mnuId=gc14650b&returnUrl=
코로나19 관련 유고결석 인정내용 변경 안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52642&currentPageNo=1&mnuId=gc14650b&returnUrl=
대학 코로나19 감염예방 관리 안내 제9-1판 폐지 알림,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52619&currentPageNo=1&mnuId=gc14650b&returnUrl=
엠폭스 감염병 위기경보(관심) 해제,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52618&currentPageNo=1&mnuId=gc14650b&returnUrl=
코로나19 감염병 위기경보 단계 조정 알림(경계→관심),https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52611&currentPageNo=1&mnuId=gc14650b&returnUrl=
홍역 지속 발생에 따른 홍역 등 감염병 예방 및 관리,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=52231&currentPageNo=1&mnuId=gc14650b&returnUrl=
「코로나바이러스감염증-19 대응 지침(지자체용)」제14-1판 개정안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=51894&currentPageNo=1&mnuId=gc14650b&returnUrl=
엠폭스 감염병 위기경보 단계 발령(주의 → 관심) 안내,https://www.kau.ac.kr/web/pages/gc14650b.do?bbsAuth=30&siteFlag=www&bbsFlag=View&bbsId=0137&nttId=51367&currentPageNo=1&mnuId=gc14650b&returnUrl=
